name,cdate
A/Sydney/1036/2015|EPI_ISL_287845|2015-08-27,2015-08-27
A/Sydney/1043/2015|EPI_ISL_287844|2015-09-14,2015-09-14
A/SouthAustralia/139/2015|EPI_ISL_287843|2015-09-03,2015-09-03
A/SouthAustralia/167/2015|EPI_ISL_287841|2015-09-18,2015-09-18
A/SouthAustralia/1036/2015|EPI_ISL_287840|2015-10-12,2015-10-12
A/SouthAustralia/163/2015|EPI_ISL_287839|2015-10-24,2015-10-24
A/Victoria/50/2015|EPI_ISL_287838|2015-08-18,2015-08-18
A/SouthAustralia/162/2015|EPI_ISL_287837|2015-10-19,2015-10-19
A/SouthAustralia/146/2015|EPI_ISL_287836|2015-10-07,2015-10-07
A/Victoria/51/2015|EPI_ISL_287835|2015-08-19,2015-08-19
A/Darwin/1000/2015|EPI_ISL_287834|2015-10-08,2015-10-08
A/Victoria/53/2015|EPI_ISL_287817|2015-08-24,2015-08-24
A/Sydney/248/2015|EPI_ISL_287832|2015-09-02,2015-09-02
A/Sydney/223/2015|EPI_ISL_287831|2015-09-11,2015-09-11
A/Brisbane/179/2015|EPI_ISL_287830|2015-09-23,2015-09-23
A/Victoria/56/2015|EPI_ISL_287829|2015-08-24,2015-08-24
A/Victoria/52/2015|EPI_ISL_287828|2015-08-21,2015-08-21
A/SouthAustralia/166/2015|EPI_ISL_287827|2015-09-17,2015-09-17
A/SouthAustralia/1038/2015|EPI_ISL_287826|2015-09-15,2015-09-15
A/Townsville/32/2015|EPI_ISL_287825|2015-09-21,2015-09-21
A/Brisbane/184/2015|EPI_ISL_287810|2015-10-24,2015-10-24
A/Brisbane/183/2015|EPI_ISL_287824|2015-10-13,2015-10-13
A/Sydney/241/2015|EPI_ISL_287823|2015-10-26,2015-10-26
A/Sydney/242/2015|EPI_ISL_287822|2015-09-13,2015-09-13
A/SouthAustralia/172/2015|EPI_ISL_287821|2015-10-31,2015-10-31
A/Sydney/225/2015|EPI_ISL_287820|2015-09-05,2015-09-05
A/Sydney/224/2015|EPI_ISL_287819|2015-09-04,2015-09-04
A/Victoria/2118/2015|EPI_ISL_287818|2015-09-01,2015-09-01
A/Sydney/9/2016|EPI_ISL_287816|2016-01-08,2016-01-08
A/Victoria/455/2015|EPI_ISL_287815|2015-12-15,2015-12-15
A/Brisbane/195/2015|EPI_ISL_287814|2015-11-02,2015-11-02
A/Brisbane/197/2015|EPI_ISL_287813|2015-11-09,2015-11-09
A/Townsville/37/2015|EPI_ISL_287812|2015-10-18,2015-10-18
A/Brisbane/188/2015|EPI_ISL_287811|2015-10-14,2015-10-14
A/Sydney/1101/2017|EPI_ISL_283125|2017-08-09,2017-08-09
A/Brisbane/140/2017|EPI_ISL_283124|2017-08-22,2017-08-22
A/Victoria/211/2017|EPI_ISL_283123|2017-09-19,2017-09-19
A/Victoria/708/2017|EPI_ISL_283122|2017-09-02,2017-09-02
A/Darwin/1016/2017|EPI_ISL_283121|2017-08-31,2017-08-31
A/Victoria/872/2017|EPI_ISL_283120|2017-09-26,2017-09-26
A/Victoria/697/2017|EPI_ISL_283119|2017-09-02,2017-09-02
A/Tasmania/37/2017|EPI_ISL_282649|2017-07-20,2017-07-20
A/Tasmania/18/2017|EPI_ISL_282648|2017-07-16,2017-07-16
A/Canberra/26/2017|EPI_ISL_282642|2017-07-17,2017-07-17
A/SouthAustralia/135/2016|EPI_ISL_282638|2016-10-01,2016-10-01
A/Brisbane/1028/2017|EPI_ISL_282629|2017-08-07,2017-08-07
A/Sydney/1050/2017|EPI_ISL_282628|2017-08-07,2017-08-07
A/Canberra/41/2017|EPI_ISL_282627|2017-08-01,2017-08-01
A/Victoria/621/2017|EPI_ISL_282626|2017-07-28,2017-07-28
A/Victoria/521/2017|EPI_ISL_282625|2017-07-02,2017-07-02
A/SouthAustralia/90/2017|EPI_ISL_282618|2017-05-09,2017-05-09
A/SouthAustralia/209/2017|EPI_ISL_282389|2017-07-14,2017-07-14
A/Sydney/147/2017|EPI_ISL_282342|2017-05-18,2017-05-18
A/SouthAustralia/140/2017|EPI_ISL_282340|2017-06-06,2017-06-06
A/SouthAustralia/109/2017|EPI_ISL_282273|2017-05-20,2017-05-20
A/Perth/77/2017|EPI_ISL_282272|2017-05-24,2017-05-24
A/Sydney/81/2017|EPI_ISL_282268|2017-04-26,2017-04-26
A/Perth/64/2017|EPI_ISL_282257|2017-04-04,2017-04-04
A/Perth/57/2017|EPI_ISL_282256|2017-03-17,2017-03-17
A/Brisbane/29/2017|EPI_ISL_281574|2017-03-08,2017-03-08
A/Victoria/578/2017|EPI_ISL_278024|2017-07-21,2017-07-21
A/Victoria/576/2017|EPI_ISL_278023|2017-07-22,2017-07-22
A/Victoria/573/2017|EPI_ISL_278022|2017-07-23,2017-07-23
A/Victoria/572/2017|EPI_ISL_278021|2017-07-18,2017-07-18
A/Victoria/586/2017|EPI_ISL_278020|2017-07-21,2017-07-21
A/Tasmania/006/2017|EPI_ISL_278019|2017-07-09,2017-07-09
A/Brisbane/1026/2017|EPI_ISL_278016|2017-08-07,2017-08-07
A/Sydney/1048/2017|EPI_ISL_278015|2017-08-07,2017-08-07
A/Brisbane/1008/2017|EPI_ISL_278014|2017-07-21,2017-07-21
A/SouthAustralia/1017/2017|EPI_ISL_278013|2017-07-20,2017-07-20
A/Sydney/1032/2017|EPI_ISL_278012|2017-07-12,2017-07-12
A/Canberra/31/2017|EPI_ISL_278011|2017-07-24,2017-07-24
A/Tasmania/32/2017|EPI_ISL_278010|2017-07-16,2017-07-16
A/Tasmania/30/2017|EPI_ISL_278009|2017-07-14,2017-07-14
A/Tasmania/31/2017|EPI_ISL_278008|2017-07-12,2017-07-12
A/Victoria/587/2017|EPI_ISL_278007|2017-07-21,2017-07-21
A/Victoria/583/2017|EPI_ISL_278006|2017-07-21,2017-07-21
A/Victoria/582/2017|EPI_ISL_278005|2017-07-21,2017-07-21
A/Victoria/581/2017|EPI_ISL_278004|2017-07-21,2017-07-21
A/Victoria/580/2017|EPI_ISL_278003|2017-07-21,2017-07-21
A/Victoria/579/2017|EPI_ISL_278002|2017-07-21,2017-07-21
A/Victoria/575/2017|EPI_ISL_278001|2017-07-22,2017-07-22
A/Victoria/564/2017|EPI_ISL_278000|2017-07-18,2017-07-18
A/Victoria/563/2017|EPI_ISL_277999|2017-07-14,2017-07-14
A/Victoria/559/2017|EPI_ISL_277998|2017-07-15,2017-07-15
A/Victoria/554/2017|EPI_ISL_277997|2017-07-13,2017-07-13
A/Victoria/549/2017|EPI_ISL_277996|2017-07-14,2017-07-14
A/Victoria/548/2017|EPI_ISL_277995|2017-07-14,2017-07-14
A/Victoria/547/2017|EPI_ISL_277994|2017-07-14,2017-07-14
A/Victoria/546/2017|EPI_ISL_277993|2017-07-14,2017-07-14
A/Victoria/545/2017|EPI_ISL_277992|2017-07-14,2017-07-14
A/Victoria/60/2017|EPI_ISL_277991|2017-07-31,2017-07-31
A/Victoria/561/2017|EPI_ISL_277990|2017-07-14,2017-07-14
A/Victoria/560/2017|EPI_ISL_277989|2017-07-15,2017-07-15
A/Victoria/566/2017|EPI_ISL_277988|2017-07-17,2017-07-17
A/Tasmania/37/2017|EPI_ISL_277987|2017-07-20,2017-07-20
A/Tasmania/35/2017|EPI_ISL_277986|2017-07-22,2017-07-22
A/Tasmania/33/2017|EPI_ISL_277985|2017-07-21,2017-07-21
A/Victoria/2029/2017|EPI_ISL_277984|2017-06-23,2017-06-23
A/Victoria/538/2017|EPI_ISL_277983|2017-07-09,2017-07-09
A/Victoria/534/2017|EPI_ISL_277982|2017-07-08,2017-07-08
A/Victoria/530/2017|EPI_ISL_277981|2017-07-04,2017-07-04
A/Canberra/44/2017|EPI_ISL_277980|2017-08-08,2017-08-08
A/Victoria/654/2017|EPI_ISL_277979|2017-08-10,2017-08-10
A/Victoria/2093/2017|EPI_ISL_277978|2017-08-01,2017-08-01
A/Victoria/2087/2017|EPI_ISL_277977|2017-08-05,2017-08-05
A/Victoria/2081/2017|EPI_ISL_277976|2017-07-29,2017-07-29
A/Victoria/2080/2017|EPI_ISL_277975|2017-08-08,2017-08-08
A/Victoria/2075/2017|EPI_ISL_277974|2017-07-28,2017-07-28
A/Victoria/2062/2017|EPI_ISL_277973|2017-07-31,2017-07-31
A/Canberra/49/2017|EPI_ISL_277971|2017-08-13,2017-08-13
A/Canberra/45/2017|EPI_ISL_277970|2017-08-09,2017-08-09
A/Victoria/655/2017|EPI_ISL_277969|2017-08-10,2017-08-10
A/Victoria/628/2017|EPI_ISL_277968|2017-08-04,2017-08-04
A/Victoria/627/2017|EPI_ISL_277967|2017-08-04,2017-08-04
A/Victoria/2074/2017|EPI_ISL_277966|2017-08-06,2017-08-06
A/Victoria/2069/2017|EPI_ISL_277965|2017-08-04,2017-08-04
A/Victoria/2060/2017|EPI_ISL_277964|2017-07-28,2017-07-28
A/Tasmania/54/2017|EPI_ISL_277963|2017-08-10,2017-08-10
A/Tasmania/50/2017|EPI_ISL_277962|2017-08-05,2017-08-05
A/Tasmania/49/2017|EPI_ISL_277961|2017-08-11,2017-08-11
A/Tasmania/48/2017|EPI_ISL_277960|2017-08-15,2017-08-15
A/Tasmania/47/2017|EPI_ISL_277959|2017-08-10,2017-08-10
A/Tasmania/45/2017|EPI_ISL_277958|2017-08-13,2017-08-13
A/Tasmania/44/2017|EPI_ISL_277957|2017-08-11,2017-08-11
A/Townsville/13/2017|EPI_ISL_277956|2017-07-19,2017-07-19
A/Brisbane/125/2017|EPI_ISL_277955|2017-08-06,2017-08-06
A/Brisbane/124/2017|EPI_ISL_277954|2017-08-07,2017-08-07
A/Brisbane/121/2017|EPI_ISL_277953|2017-07-25,2017-07-25
A/Brisbane/119/2017|EPI_ISL_277952|2017-08-01,2017-08-01
A/Townsville/12/2017|EPI_ISL_277951|2017-07-10,2017-07-10
A/Brisbane/116/2017|EPI_ISL_277950|2017-07-27,2017-07-27
A/Brisbane/129/2017|EPI_ISL_277945|2017-07-31,2017-07-31
A/Brisbane/127/2017|EPI_ISL_277944|2017-08-02,2017-08-02
A/Brisbane/126/2017|EPI_ISL_277943|2017-08-01,2017-08-01
A/Canberra/51/2017|EPI_ISL_277942|2017-08-16,2017-08-16
A/Canberra/43/2017|EPI_ISL_277941|2017-08-06,2017-08-06
A/Victoria/653/2017|EPI_ISL_277940|2017-08-10,2017-08-10
A/Victoria/652/2017|EPI_ISL_277939|2017-08-10,2017-08-10
A/Victoria/651/2017|EPI_ISL_277938|2017-08-10,2017-08-10
A/Victoria/650/2017|EPI_ISL_277937|2017-08-10,2017-08-10
A/Victoria/649/2017|EPI_ISL_277936|2017-08-10,2017-08-10
A/Victoria/643/2017|EPI_ISL_277935|2017-08-07,2017-08-07
A/Victoria/640/2017|EPI_ISL_277934|2017-08-08,2017-08-08
A/Victoria/639/2017|EPI_ISL_277933|2017-08-08,2017-08-08
A/Victoria/632/2017|EPI_ISL_277932|2017-08-06,2017-08-06
A/Victoria/631/2017|EPI_ISL_277931|2017-08-06,2017-08-06
A/Victoria/629/2017|EPI_ISL_277930|2017-08-04,2017-08-04
A/Victoria/626/2017|EPI_ISL_277929|2017-08-12,2017-08-12
A/Sydney/165/2017|EPI_ISL_277928|2017-08-01,2017-08-01
A/Sydney/164/2017|EPI_ISL_277927|2017-08-15,2017-08-15
A/Canberra/47/2017|EPI_ISL_277925|2017-08-11,2017-08-11
A/Victoria/648/2017|EPI_ISL_277924|2017-08-10,2017-08-10
A/Victoria/647/2017|EPI_ISL_277923|2017-08-10,2017-08-10
A/Victoria/624/2017|EPI_ISL_277922|2017-08-11,2017-08-11
A/Victoria/646/2017|EPI_ISL_277921|2017-08-10,2017-08-10
A/Tasmania/1003/2017|EPI_ISL_277920|2017-08-08,2017-08-08
A/Tasmania/1002/2017|EPI_ISL_277919|2017-08-04,2017-08-04
A/Townsville/1004/2017|EPI_ISL_277918|2017-08-04,2017-08-04
A/Brisbane/1022/2017|EPI_ISL_277917|2017-08-07,2017-08-07
A/Brisbane/1019/2017|EPI_ISL_277916|2017-08-03,2017-08-03
A/Brisbane/1017/2017|EPI_ISL_277915|2017-08-07,2017-08-07
A/Sydney/1100/2017|EPI_ISL_277913|2017-08-02,2017-08-02
A/Canberra/1001/2017|EPI_ISL_277912|2017-07-31,2017-07-31
A/Sydney/1093/2017|EPI_ISL_277911|2017-08-03,2017-08-03
A/Sydney/1091/2017|EPI_ISL_277910|2017-08-01,2017-08-01
A/Sydney/1085/2017|EPI_ISL_277909|2017-07-31,2017-07-31
A/Sydney/1081/2017|EPI_ISL_277908|2017-08-07,2017-08-07
A/Sydney/1079/2017|EPI_ISL_277907|2017-08-09,2017-08-09
A/Sydney/1074/2017|EPI_ISL_277906|2017-07-31,2017-07-31
A/Sydney/1071/2017|EPI_ISL_277905|2017-08-01,2017-08-01
A/Sydney/1069/2017|EPI_ISL_277904|2017-07-31,2017-07-31
A/Sydney/1068/2017|EPI_ISL_277903|2017-07-27,2017-07-27
A/Sydney/1063/2017|EPI_ISL_277902|2017-08-08,2017-08-08
A/Sydney/1062/2017|EPI_ISL_277901|2017-07-30,2017-07-30
A/Sydney/1060/2017|EPI_ISL_277900|2017-08-01,2017-08-01
A/Sydney/1057/2017|EPI_ISL_277899|2017-08-01,2017-08-01
A/Sydney/1049/2017|EPI_ISL_277898|2017-08-07,2017-08-07
A/Sydney/1047/2017|EPI_ISL_277897|2017-08-02,2017-08-02
A/Townsville/1005/2017|EPI_ISL_277894|2017-08-04,2017-08-04
A/Sydney/1067/2017|EPI_ISL_277893|2017-07-31,2017-07-31
A/Sydney/1066/2017|EPI_ISL_277892|2017-07-27,2017-07-27
A/Sydney/1058/2017|EPI_ISL_277891|2017-08-01,2017-08-01
A/Townsville/1006/2017|EPI_ISL_277890|2017-08-02,2017-08-02
A/Brisbane/1027/2017|EPI_ISL_277889|2017-08-02,2017-08-02
A/Tasmania/29/2017|EPI_ISL_277888|2017-07-19,2017-07-19
A/Victoria/619/2017|EPI_ISL_277604|2017-07-28,2017-07-28
A/Victoria/617/2017|EPI_ISL_277603|2017-07-28,2017-07-28
A/Victoria/609/2017|EPI_ISL_277602|2017-07-28,2017-07-28
A/Victoria/605/2017|EPI_ISL_277601|2017-07-28,2017-07-28
A/Victoria/594/2017|EPI_ISL_277600|2017-07-24,2017-07-24
A/Victoria/593/2017|EPI_ISL_277599|2017-07-24,2017-07-24
A/Victoria/589/2017|EPI_ISL_277598|2017-07-24,2017-07-24
A/Victoria/50/2017|EPI_ISL_277597|2017-07-18,2017-07-18
A/Victoria/49/2017|EPI_ISL_277596|2017-07-18,2017-07-18
A/Victoria/48/2017|EPI_ISL_277595|2017-07-18,2017-07-18
A/Victoria/40/2017|EPI_ISL_277594|2017-07-11,2017-07-11
A/Victoria/32/2017|EPI_ISL_277593|2017-07-10,2017-07-10
A/Victoria/29/2017|EPI_ISL_277592|2017-07-05,2017-07-05
A/Victoria/27/2017|EPI_ISL_277591|2017-07-03,2017-07-03
A/Victoria/26/2017|EPI_ISL_277590|2017-07-05,2017-07-05
A/Victoria/2055/2017|EPI_ISL_277589|2017-07-08,2017-07-08
A/Victoria/2052/2017|EPI_ISL_277588|2017-06-29,2017-06-29
A/Victoria/2034/2017|EPI_ISL_277587|2017-07-08,2017-07-08
A/Victoria/1008/2017|EPI_ISL_277586|2017-07-18,2017-07-18
A/Victoria/1007/2017|EPI_ISL_277585|2017-07-17,2017-07-17
A/Victoria/1006/2017|EPI_ISL_277584|2017-07-17,2017-07-17
A/Tasmania/8/2017|EPI_ISL_277583|2017-07-13,2017-07-13
A/Tasmania/7/2017|EPI_ISL_277582|2017-07-10,2017-07-10
A/Tasmania/28/2017|EPI_ISL_277581|2017-07-19,2017-07-19
A/Tasmania/20/2017|EPI_ISL_277580|2017-07-20,2017-07-20
A/Tasmania/15/2017|EPI_ISL_277579|2017-07-15,2017-07-15
A/Tasmania/13/2017|EPI_ISL_277578|2017-07-15,2017-07-15
A/Tasmania/12/2017|EPI_ISL_277577|2017-07-14,2017-07-14
A/Tasmania/1001/2017|EPI_ISL_277576|2017-07-27,2017-07-27
A/Tasmania/1000/2017|EPI_ISL_277575|2017-07-22,2017-07-22
A/Tasmania/10/2017|EPI_ISL_277574|2017-07-13,2017-07-13
A/Sydney/1046/2017|EPI_ISL_277573|2017-07-24,2017-07-24
A/Sydney/1042/2017|EPI_ISL_277572|2017-07-21,2017-07-21
A/Sydney/1041/2017|EPI_ISL_277571|2017-07-24,2017-07-24
A/Sydney/1039/2017|EPI_ISL_277570|2017-07-20,2017-07-20
A/Sydney/1036/2017|EPI_ISL_277569|2017-07-17,2017-07-17
A/Sydney/1034/2017|EPI_ISL_277568|2017-07-18,2017-07-18
A/Sydney/1033/2017|EPI_ISL_277567|2017-07-17,2017-07-17
A/Sydney/1030/2017|EPI_ISL_277566|2017-07-17,2017-07-17
A/SouthAustralia/224/2017|EPI_ISL_277565|2017-07-23,2017-07-23
A/SouthAustralia/1021/2017|EPI_ISL_277564|2017-07-24,2017-07-24
A/SouthAustralia/1020/2017|EPI_ISL_277563|2017-07-27,2017-07-27
A/SouthAustralia/1019/2017|EPI_ISL_277562|2017-07-27,2017-07-27
A/SouthAustralia/1016/2017|EPI_ISL_277561|2017-07-18,2017-07-18
A/Perth/99/2017|EPI_ISL_277558|2017-07-07,2017-07-07
A/Perth/94/2017|EPI_ISL_277557|2017-06-30,2017-06-30
A/Perth/117/2017|EPI_ISL_277556|2017-07-20,2017-07-20
A/Perth/112/2017|EPI_ISL_277555|2017-07-14,2017-07-14
A/Perth/106/2017|EPI_ISL_277554|2017-07-11,2017-07-11
A/Newcastle/93/2017|EPI_ISL_277553|2017-07-03,2017-07-03
A/Canberra/40/2017|EPI_ISL_277552|2017-07-31,2017-07-31
A/Canberra/38/2017|EPI_ISL_277551|2017-07-28,2017-07-28
A/Canberra/37/2017|EPI_ISL_277550|2017-07-27,2017-07-27
A/Canberra/36/2017|EPI_ISL_277549|2017-07-27,2017-07-27
A/Canberra/35/2017|EPI_ISL_277548|2017-07-27,2017-07-27
A/Canberra/34/2017|EPI_ISL_277547|2017-07-27,2017-07-27
A/Canberra/33/2017|EPI_ISL_277546|2017-07-30,2017-07-30
A/Canberra/32/2017|EPI_ISL_277545|2017-07-27,2017-07-27
A/Canberra/28/2017|EPI_ISL_277544|2017-07-19,2017-07-19
A/Brisbane/1011/2017|EPI_ISL_277543|2017-07-24,2017-07-24
A/Brisbane/1010/2017|EPI_ISL_277542|2017-07-24,2017-07-24
A/Brisbane/1009/2017|EPI_ISL_277541|2017-07-24,2017-07-24
A/Victoria/612/2017|EPI_ISL_277366|2017-07-25,2017-07-25
A/Victoria/596/2017|EPI_ISL_277365|2017-07-24,2017-07-24
A/Perth/110/2017|EPI_ISL_277364|2017-07-13,2017-07-13
A/Tasmania/39/2017|EPI_ISL_277363|2017-07-16,2017-07-16
A/Tasmania/38/2017|EPI_ISL_277362|2017-07-26,2017-07-26
A/Victoria/56/2017|EPI_ISL_277361|2017-07-17,2017-07-17
A/Victoria/54/2017|EPI_ISL_277360|2017-07-18,2017-07-18
A/Victoria/47/2017|EPI_ISL_277359|2017-07-18,2017-07-18
A/Victoria/46/2017|EPI_ISL_277358|2017-07-15,2017-07-15
A/Victoria/45/2017|EPI_ISL_277357|2017-07-17,2017-07-17
A/Victoria/43/2017|EPI_ISL_277356|2017-07-14,2017-07-14
A/Victoria/42/2017|EPI_ISL_277355|2017-07-14,2017-07-14
A/Victoria/37/2017|EPI_ISL_277354|2017-07-12,2017-07-12
A/Victoria/34/2017|EPI_ISL_277353|2017-07-11,2017-07-11
A/Victoria/33/2017|EPI_ISL_277352|2017-07-10,2017-07-10
A/Tasmania/27/2017|EPI_ISL_277351|2017-07-19,2017-07-19
A/Tasmania/26/2017|EPI_ISL_277350|2017-07-19,2017-07-19
A/Tasmania/25/2017|EPI_ISL_277349|2017-07-21,2017-07-21
A/Tasmania/23/2017|EPI_ISL_277348|2017-07-20,2017-07-20
A/Tasmania/19/2017|EPI_ISL_277347|2017-07-17,2017-07-17
A/Tasmania/14/2017|EPI_ISL_277346|2017-07-16,2017-07-16
A/Tasmania/900/2017|EPI_ISL_277345|2017-07-13,2017-07-13
A/SouthAustralia/208/2017|EPI_ISL_277344|2017-07-14,2017-07-14
A/SouthAustralia/207/2017|EPI_ISL_277343|2017-07-14,2017-07-14
A/SouthAustralia/203/2017|EPI_ISL_277342|2017-07-12,2017-07-12
A/SouthAustralia/195/2017|EPI_ISL_277341|2017-07-06,2017-07-06
A/Victoria/58/2017|EPI_ISL_277340|2017-07-19,2017-07-19
A/Victoria/53/2017|EPI_ISL_277339|2017-07-18,2017-07-18
A/Victoria/51/2017|EPI_ISL_277338|2017-07-18,2017-07-18
A/Tasmania/21/2017|EPI_ISL_277337|2017-07-18,2017-07-18
A/Tasmania/18/2017|EPI_ISL_277336|2017-07-16,2017-07-16
A/Tasmania/17/2017|EPI_ISL_277335|2017-07-16,2017-07-16
A/Tasmania/3/2017|EPI_ISL_277334|2017-07-03,2017-07-03
A/SouthAustralia/209/2017|EPI_ISL_277333|2017-07-14,2017-07-14
A/Victoria/1005/2017|EPI_ISL_277332|2017-07-12,2017-07-12
A/Victoria/2039/2017|EPI_ISL_277331|2017-07-13,2017-07-13
A/Victoria/2038/2017|EPI_ISL_277330|2017-07-13,2017-07-13
A/Victoria/2037/2017|EPI_ISL_277329|2017-07-11,2017-07-11
A/Victoria/2035/2017|EPI_ISL_277328|2017-07-10,2017-07-10
A/Victoria/2027/2017|EPI_ISL_277327|2017-06-19,2017-06-19
A/Canberra/25/2017|EPI_ISL_277326|2017-07-13,2017-07-13
A/Canberra/22/2017|EPI_ISL_277325|2017-06-27,2017-06-27
A/Canberra/20/2017|EPI_ISL_277324|2017-06-19,2017-06-19
A/Canberra/19/2017|EPI_ISL_277323|2017-06-18,2017-06-18
A/Sydney/151/2017|EPI_ISL_277322|2017-06-30,2017-06-30
A/Sydney/150/2017|EPI_ISL_277321|2017-06-30,2017-06-30
A/Victoria/2040/2017|EPI_ISL_277320|2017-07-13,2017-07-13
A/SouthAustralia/164/2018|EPI_ISL_336143|2018-11-05,2018-11-05
A/Victoria/753/2018|EPI_ISL_336142|2018-11-07,2018-11-07
A/SouthAustralia/176/2018|EPI_ISL_336141|2018-11-03,2018-11-03
A/Newcastle/105/2018|EPI_ISL_335439|2018-12-15,2018-12-15
A/Newcastle/104/2018|EPI_ISL_335438|2018-12-06,2018-12-06
A/Newcastle/83/2018|EPI_ISL_335437|2018-12-25,2018-12-25
A/Newcastle/82/2018|EPI_ISL_335436|2018-12-23,2018-12-23
A/Victoria/2093/2018|EPI_ISL_334091|2018-10-03,2018-10-03
A/Perth/151/2018|EPI_ISL_334090|2018-09-30,2018-09-30
A/Victoria/2104/2018|EPI_ISL_334089|2018-10-08,2018-10-08
A/SouthAustralia/159/2018|EPI_ISL_334088|2018-11-03,2018-11-03
A/SouthAustralia/199/2018|EPI_ISL_334087|2018-11-20,2018-11-20
A/Canberra/345/2018|EPI_ISL_334086|2018-12-03,2018-12-03
A/Brisbane/1016/2018|EPI_ISL_333937|2018-09-24,2018-09-24
A/SouthAustralia/116/2018|EPI_ISL_332793|2018-10-08,2018-10-08
A/Tasmania/1001/2018|EPI_ISL_332745|2018-10-02,2018-10-02
A/Victoria/1004/2018|EPI_ISL_332744|2018-10-03,2018-10-03
A/Victoria/909/2018|EPI_ISL_332743|2018-10-27,2018-10-27
A/SouthAustralia/98/2018|EPI_ISL_332742|2018-09-28,2018-09-28
A/SouthAustralia/82/2018|EPI_ISL_332741|2018-09-17,2018-09-17
A/SouthAustralia/75/2018|EPI_ISL_332740|2018-09-21,2018-09-21
A/Newcastle/56/2018|EPI_ISL_332739|2018-09-03,2018-09-03
A/Newcastle/55/2018|EPI_ISL_332738|2018-09-04,2018-09-04
A/Sydney/182/2018|EPI_ISL_332734|2018-10-18,2018-10-18
A/SouthAustralia/1023/2018|EPI_ISL_332733|2018-09-28,2018-09-28
A/Perth/1029/2018|EPI_ISL_332732|2018-09-21,2018-09-21
A/SouthAustralia/1017/2018|EPI_ISL_332731|2018-09-21,2018-09-21
A/Sydney/172/2018|EPI_ISL_332730|2018-09-19,2018-09-19
A/Sydney/166/2018|EPI_ISL_332729|2018-09-15,2018-09-15
A/Sydney/161/2018|EPI_ISL_332728|2018-09-04,2018-09-04
A/Victoria/908/2018|EPI_ISL_332675|2018-09-27,2018-09-27
A/SouthAustralia/125/2018|EPI_ISL_332657|2018-10-09,2018-10-09
A/SouthAustralia/123/2018|EPI_ISL_332656|2018-10-10,2018-10-10
A/Darwin/16/2018|EPI_ISL_332655|2018-09-27,2018-09-27
A/Victoria/38/2018|EPI_ISL_332653|2018,2018
A/SouthAustralia/143/2018|EPI_ISL_332651|2018-10-22,2018-10-22
A/Perth/1036/2018|EPI_ISL_332649|2018-10-18,2018-10-18
A/SouthAustralia/1028/2018|EPI_ISL_332647|2018-10-13,2018-10-13
A/Victoria/1003/2018|EPI_ISL_332645|2018-10-04,2018-10-04
A/Brisbane/161/2018|EPI_ISL_332643|2018-10-27,2018-10-27
A/Brisbane/154/2018|EPI_ISL_332641|2018-10-14,2018-10-14
A/Townsville/39/2018|EPI_ISL_332638|2018-10-10,2018-10-10
A/Brisbane/36/2018|EPI_ISL_331890|2018-03-24,2018-03-24
A/Brisbane/36/2018|EPI_ISL_331871|2018-03-24,2018-03-24
A/Brisbane/36/2018|EPI_ISL_331870|2018-03-24,2018-03-24
A/Sydney/98/2018|EPI_ISL_331792|2018-04-04,2018-04-04
A/Victoria/28/2018|EPI_ISL_331785|2018-10-02,2018-10-02
A/Victoria/23/2018|EPI_ISL_331784|2018-10-01,2018-10-01
A/Sydney/1017/2018|EPI_ISL_331783|2018-08-22,2018-08-22
A/Victoria/2059/2018|EPI_ISL_331782|2018-09-16,2018-09-16
A/Victoria/2051/2018|EPI_ISL_331781|2018-09-08,2018-09-08
A/Victoria/731/2018|EPI_ISL_331780|2018-09-10,2018-09-10
A/Victoria/708/2018|EPI_ISL_331779|2018-09-08,2018-09-08
A/Victoria/718/2018|EPI_ISL_331778|2018-08-29,2018-08-29
A/Perth/103/2018|EPI_ISL_331777|2018-09-03,2018-09-03
A/Sydney/179/2018|EPI_ISL_331776|2018-10-07,2018-10-07
A/Victoria/2042/2018|EPI_ISL_331775|2018-08-28,2018-08-28
A/Sydney/121/2018|EPI_ISL_331774|2018-08-29,2018-08-29
A/Sydney/100/2018|EPI_ISL_331773|2018-06-25,2018-06-25
A/Brisbane/01/2018_18/174|EPI_ISL_331096|2018-10-29,2018-10-29
A/Victoria/2038/2018|EPI_ISL_330734|2018-08-22,2018-08-22
A/Victoria/901/2018|EPI_ISL_330732|2018-08-23,2018-08-23
A/Sydney/1020/2018|EPI_ISL_330731|2018-08-29,2018-08-29
A/Townsville/1002/2018|EPI_ISL_330730|2018-08-22,2018-08-22
A/SouthAustralia/28/2018|EPI_ISL_330728|2018-08-18,2018-08-18
A/Victoria/17/2018|EPI_ISL_330116|2018-09-14,2018-09-14
A/SouthAustralia/53/2018|EPI_ISL_330115|2018-09-13,2018-09-13
A/Perth/1024/2018|EPI_ISL_330114|2018-09-06,2018-09-06
A/Newcastle/1001/2018|EPI_ISL_330113|2018-09-05,2018-09-05
A/Victoria/18/2018|EPI_ISL_330112|2018,2018
A/Sydney/22/2018|EPI_ISL_330026|2018-03-03,2018-03-03
A/Brisbane/43/2018|EPI_ISL_330023|2018-04-07,2018-04-07
A/Brisbane/34/2018|EPI_ISL_330022|2018-03-17,2018-03-17
A/Sydney/521/2018|EPI_ISL_329736|2018-04-10,2018-04-10
A/Canberra/9/2018|EPI_ISL_329735|2018-06-14,2018-06-14
